application_id,is_default,first_default_month,max_days_past_due,total_payments_made,default_probability_actual
APP-000774,1,1,90,0,0.34
APP-000775,1,3,90,2,0.92
APP-000776,1,2,120,1,0.791
APP-000777,0,0,0,12,0.23
APP-000778,1,1,90,0,0.72
APP-000779,0,0,0,36,0.61
APP-000780,0,0,0,60,0.34
APP-000781,0,0,0,24,0.26
APP-000782,1,9,90,8,0.4
APP-000783,1,8,30,7,0.92
APP-000784,1,1,90,0,0.22
APP-000785,0,0,0,24,0.06
APP-000786,0,0,0,12,0.23
APP-000787,1,11,90,10,0.72
APP-000788,0,0,0,48,0.16
APP-000789,1,4,90,3,0.648
APP-000790,1,2,90,1,0.92
APP-000791,1,7,30,6,0.92
APP-000792,0,0,0,18,0.38
APP-000793,0,0,0,36,0.51
APP-000794,0,0,0,48,0.18
APP-000795,1,7,180,6,0.38
APP-000796,1,4,90,3,0.68
APP-000797,1,3,60,2,0.46
APP-000798,1,4,90,3,0.835
APP-000799,1,2,180,1,0.38
APP-000800,0,0,0,36,0.76
APP-000801,1,7,90,6,0.92
APP-000802,0,0,0,24,0.06
APP-000803,0,0,0,60,0.64
APP-000804,1,2,30,1,0.838
APP-000805,0,0,0,48,0.06
APP-000806,1,2,120,1,0.73
APP-000807,0,0,0,48,0.528
APP-000808,0,0,0,12,0.48
APP-000809,1,7,60,6,0.804
APP-000810,1,4,90,3,0.895
APP-000811,1,7,180,6,0.71
APP-000812,1,2,30,1,0.59
APP-000813,1,7,180,6,0.92
APP-000814,1,8,180,7,0.92
APP-000815,1,6,90,5,0.92
APP-000816,1,11,120,10,0.501
APP-000817,0,0,0,36,0.18
APP-000818,0,0,0,36,0.64
APP-000819,0,0,0,18,0.56
APP-000820,0,0,1,24,0.16
APP-000821,1,7,180,6,0.165
APP-000822,1,4,60,3,0.46
APP-000823,0,0,5,60,0.06
APP-000824,0,0,0,24,0.68
APP-000825,1,6,30,5,0.85
APP-000826,1,8,120,7,0.44
APP-000827,0,0,1,24,0.26
APP-000828,1,2,60,1,0.92
APP-000829,0,0,5,36,0.31
APP-000830,1,1,90,0,0.72
APP-000831,0,0,1,36,0.31
APP-000832,0,0,0,24,0.5915
APP-000833,0,0,0,60,0.48
APP-000834,1,10,90,9,0.56
APP-000835,1,5,180,4,0.28
APP-000836,0,0,5,18,0.64
APP-000837,1,4,90,3,0.411
APP-000838,0,0,0,36,0.28
APP-000839,1,2,120,1,0.59
APP-000840,0,0,1,36,0.34
APP-000841,0,0,0,36,0.56
APP-000842,0,0,1,48,0.19
APP-000843,0,0,0,36,0.41
APP-000844,0,0,0,24,0.33
APP-000845,0,0,15,36,0.46
APP-000846,1,9,60,8,0.92
APP-000847,1,9,30,8,0.82
APP-000848,0,0,0,36,0.14
APP-000849,1,10,120,9,0.63
APP-000850,0,0,1,24,0.19
APP-000851,0,0,0,18,0.14
APP-000852,0,0,0,36,0.664
APP-000853,1,3,180,2,0.43
APP-000854,0,0,0,24,0.24
APP-000855,0,0,0,36,0.06
APP-000856,1,7,90,6,0.46
APP-000857,0,0,1,48,0.34
APP-000858,1,3,30,2,0.54
APP-000859,0,0,0,36,0.25
APP-000860,0,0,0,60,0.54
APP-000861,1,10,120,9,0.83
APP-000862,1,5,120,4,0.92
APP-000863,0,0,0,36,0.22
APP-000864,0,0,0,48,0.19
APP-000865,1,8,90,7,0.9
APP-000866,1,8,120,7,0.51
APP-000867,1,7,120,6,0.39
APP-000868,1,5,90,4,0.631
APP-000869,1,5,180,4,0.78
APP-000870,0,0,0,60,0.19
APP-000871,0,0,1,12,0.14
APP-000872,1,9,180,8,0.43
APP-000873,0,0,0,18,0.19
APP-000874,1,5,180,4,0.92
APP-000875,0,0,0,36,0.16
APP-000876,1,7,30,6,0.16
APP-000877,0,0,0,60,0.06
APP-000878,0,0,0,24,0.504
APP-000879,1,10,90,9,0.54
APP-000880,1,10,30,9,0.92
APP-000881,0,0,1,24,0.4365
APP-000882,0,0,0,36,0.36
APP-000883,1,4,90,3,0.92
APP-000884,1,11,120,10,0.19
APP-000885,1,1,180,0,0.92
APP-000886,1,10,90,9,0.73
APP-000887,0,0,5,24,0.24
APP-000888,1,8,120,7,0.46
APP-000889,1,9,30,8,0.92
APP-000890,0,0,0,36,0.19
APP-000891,0,0,0,36,0.06
APP-000892,0,0,0,24,0.06
APP-000893,1,9,60,8,0.92
APP-000894,1,3,180,2,0.584
APP-000895,1,2,90,1,0.92
APP-000896,0,0,0,36,0.36
APP-000897,0,0,5,36,0.26
APP-000898,1,9,60,8,0.76
APP-000899,0,0,1,36,0.17
APP-000900,0,0,0,36,0.44
APP-000901,0,0,15,36,0.18
APP-000902,1,4,90,3,0.44
APP-000903,0,0,0,36,0.92
APP-000904,0,0,0,36,0.28
APP-000905,0,0,0,36,0.451
APP-000906,1,7,90,6,0.461
APP-000907,0,0,0,24,0.81
APP-000908,1,5,60,4,0.56
APP-000909,1,7,90,6,0.84
APP-000910,1,9,60,8,0.328
APP-000911,1,3,180,2,0.65
APP-000912,0,0,0,60,0.69
APP-000913,1,7,120,6,0.42
APP-000914,1,9,120,8,0.63
APP-000915,0,0,0,24,0.53
APP-000916,1,2,90,1,0.31
APP-000917,0,0,0,48,0.34
APP-000918,1,2,90,1,0.47
APP-000919,1,1,60,0,0.59
APP-000920,1,4,120,3,0.46
APP-000921,0,0,0,48,0.4
APP-000922,0,0,5,48,0.29
APP-000923,0,0,0,48,0.14
APP-000924,1,3,90,2,0.64
APP-000925,0,0,0,36,0.26
APP-000926,1,6,60,5,0.468
APP-000927,0,0,0,24,0.26
APP-000928,0,0,15,36,0.22
APP-000929,1,6,90,5,0.41
APP-000930,0,0,0,24,0.844
APP-000931,1,3,90,2,0.54
APP-000932,1,6,90,5,0.545
APP-000933,0,0,0,60,0.06
APP-000934,0,0,5,36,0.19
APP-000935,0,0,0,60,0.36
APP-000936,0,0,0,18,0.48
APP-000937,1,2,90,1,0.56
APP-000938,1,3,90,2,0.33
APP-000939,0,0,0,36,0.791
APP-000940,0,0,0,24,0.27
APP-000941,0,0,0,60,0.06
APP-000942,0,0,0,36,0.31
APP-000943,0,0,0,36,0.165
APP-000944,1,10,90,9,0.91
APP-000945,0,0,0,36,0.11
APP-000946,1,4,90,3,0.308
APP-000947,1,7,90,6,0.24
APP-000948,0,0,0,18,0.665
APP-000949,1,7,180,6,0.82
APP-000950,0,0,0,18,0.16
APP-000951,0,0,1,36,0.38
APP-000952,1,3,180,2,0.33
APP-000953,1,5,120,4,0.92
APP-000954,0,0,1,48,0.17
APP-000955,1,7,120,6,0.48
APP-000956,0,0,0,36,0.5
APP-000957,0,0,0,36,0.64
APP-000958,0,0,0,36,0.06
APP-000959,0,0,0,24,0.168
APP-000960,0,0,0,60,0.06
APP-000961,0,0,0,48,0.38
APP-000962,0,0,1,36,0.4
APP-000963,0,0,0,12,0.48
APP-000964,0,0,0,48,0.33
APP-000965,0,0,1,48,0.571
APP-000966,0,0,0,60,0.18
APP-000967,0,0,1,36,0.16
APP-000968,1,1,60,0,0.46
APP-000969,1,2,90,1,0.48
APP-000970,0,0,15,48,0.64
APP-000971,1,3,90,2,0.36
APP-000972,1,3,30,2,0.92
APP-000973,1,3,90,2,0.56
APP-000974,0,0,0,48,0.26
APP-000975,0,0,0,60,0.11
APP-000976,1,6,60,5,0.92
APP-000977,1,1,60,0,0.6715
APP-000978,0,0,5,48,0.33
APP-000979,0,0,0,36,0.31
APP-000980,0,0,0,36,0.26
APP-000981,0,0,15,48,0.18
APP-000982,0,0,15,36,0.11
APP-000983,0,0,0,48,0.14
APP-000984,0,0,1,36,0.11
APP-000985,0,0,0,36,0.14
APP-000986,0,0,0,60,0.19
APP-000987,1,4,60,3,0.65
APP-000988,0,0,1,36,0.06
APP-000989,0,0,0,48,0.06
APP-000990,0,0,0,36,0.68
APP-000991,1,8,120,7,0.54
APP-000992,0,0,0,36,0.34
APP-000993,0,0,0,48,0.73
APP-000994,0,0,0,36,0.11
APP-000995,0,0,0,48,0.4
APP-000996,0,0,0,48,0.19
APP-000997,1,4,90,3,0.26
APP-000998,1,2,120,1,0.92
APP-000999,0,0,0,60,0.17
APP-001000,0,0,0,48,0.291
APP-001001,1,9,120,8,0.59
APP-001002,0,0,0,36,0.26
APP-001003,0,0,0,24,0.611
APP-001004,0,0,0,48,0.51
APP-001005,0,0,5,36,0.44
APP-001006,0,0,0,48,0.14
APP-001007,0,0,0,36,0.47
APP-001008,1,5,30,4,0.71
APP-001009,1,2,90,1,0.54
APP-001010,1,1,30,0,0.38
APP-001011,0,0,5,24,0.24
APP-001012,0,0,0,60,0.11
APP-001013,0,0,5,36,0.11
APP-001014,1,3,60,2,0.661
APP-001015,0,0,0,24,0.66
APP-001016,1,4,180,3,0.591
APP-001017,1,4,60,3,0.64
APP-001018,0,0,0,36,0.44
APP-001019,1,6,120,5,0.19
APP-001020,0,0,0,36,0.91
APP-001021,0,0,0,24,0.14
APP-001022,0,0,0,24,0.165
APP-001023,1,3,180,2,0.14
APP-001024,0,0,0,48,0.26
APP-001025,1,4,30,3,0.371
APP-001026,0,0,0,36,0.308
APP-001027,0,0,0,36,0.31
APP-001028,0,0,0,48,0.19
APP-001029,0,0,15,48,0.14
APP-001030,0,0,1,36,0.19
APP-001031,0,0,0,48,0.71
APP-001032,0,0,0,36,0.46
APP-001033,0,0,5,48,0.168
APP-001034,0,0,0,36,0.16
APP-001035,1,9,60,8,0.92
APP-001036,0,0,0,36,0.21
APP-001037,0,0,0,12,0.3
APP-001038,1,3,60,2,0.58
APP-001039,0,0,0,24,0.41
APP-001040,0,0,0,36,0.11
APP-001041,1,9,30,8,0.71
APP-001042,0,0,5,48,0.11
APP-001043,0,0,0,18,0.69
APP-001044,1,7,60,6,0.36
APP-001045,1,8,30,7,0.6
APP-001046,1,7,90,6,0.92
APP-001047,1,8,90,7,0.54
APP-001048,1,9,90,8,0.68
APP-001049,1,10,90,9,0.38
APP-001050,1,6,30,5,0.4
APP-001051,1,2,30,1,0.59
APP-001052,0,0,0,48,0.34
APP-001053,1,9,60,8,0.41
APP-001054,1,2,180,1,0.661
APP-001055,0,0,0,18,0.89
APP-001056,0,0,0,60,0.371
APP-001057,1,1,30,0,0.871
APP-001058,0,0,0,18,0.391
APP-001059,1,11,90,10,0.5165
APP-001060,1,7,90,6,0.56
APP-001061,0,0,0,36,0.19
APP-001062,0,0,0,48,0.44
APP-001063,0,0,0,12,0.491
APP-001064,1,8,90,7,0.92
APP-001065,0,0,5,60,0.27
APP-001066,1,9,90,8,0.92
APP-001067,0,0,0,24,0.18
APP-001068,0,0,0,24,0.23
APP-001069,0,0,15,36,0.165
APP-001070,0,0,0,48,0.31
APP-001071,0,0,0,48,0.63
APP-001072,1,7,90,6,0.76
APP-001073,1,5,120,4,0.5
APP-001074,1,4,90,3,0.64
APP-001075,1,5,30,4,0.53
APP-001076,0,0,0,60,0.19
APP-001077,0,0,5,60,0.26
APP-001078,1,11,180,10,0.92
APP-001079,1,8,120,7,0.6
APP-001080,0,0,0,24,0.11
APP-001081,0,0,0,36,0.56
APP-001082,1,7,60,6,0.831
APP-001083,0,0,0,36,0.18
APP-001084,1,11,60,10,0.67
APP-001085,0,0,1,18,0.53
APP-001086,1,3,30,2,0.56
APP-001087,0,0,15,24,0.38
APP-001088,0,0,0,48,0.64
APP-001089,1,5,180,4,0.724
APP-001090,1,4,120,3,0.341
APP-001091,1,4,30,3,0.69
APP-001092,0,0,0,36,0.09
APP-001093,0,0,0,60,0.18
APP-001094,1,3,90,2,0.4
APP-001095,1,1,60,0,0.39
APP-001096,0,0,15,36,0.26
APP-001097,0,0,0,36,0.18
APP-001098,0,0,1,60,0.06
APP-001099,1,4,30,3,0.92
APP-001100,1,2,180,1,0.27
APP-001101,1,8,90,7,0.425
APP-001102,1,1,30,0,0.4365
APP-001103,0,0,0,36,0.19
APP-001104,0,0,0,24,0.06
APP-001105,0,0,1,36,0.49
APP-001106,0,0,1,48,0.11
APP-001107,0,0,1,36,0.09
APP-001108,1,6,90,5,0.5115
APP-001109,0,0,0,36,0.22
APP-001110,1,3,120,2,0.63
APP-001111,0,0,5,36,0.11
APP-001112,0,0,1,60,0.36
APP-001113,1,6,180,5,0.18
APP-001114,0,0,0,48,0.11
APP-001115,1,5,90,4,0.291
APP-001116,0,0,0,48,0.91
APP-001117,1,4,90,3,0.36
APP-001118,1,10,180,9,0.371
APP-001119,0,0,0,36,0.11
APP-001120,0,0,0,12,0.51
APP-001121,0,0,0,60,0.245
APP-001122,1,4,60,3,0.7365
APP-001123,0,0,1,36,0.19
APP-001124,0,0,0,36,0.19
APP-001125,1,3,120,2,0.461
APP-001126,0,0,0,36,0.34
APP-001127,0,0,1,12,0.52
APP-001128,1,1,180,0,0.92
APP-001129,0,0,1,36,0.26
APP-001130,0,0,1,36,0.421
APP-001131,1,7,30,6,0.92
APP-001132,1,8,60,7,0.63
APP-001133,1,7,180,6,0.92
APP-001134,0,0,0,36,0.27
APP-001135,0,0,0,18,0.52
APP-001136,1,6,30,5,0.92
APP-001137,0,0,0,36,0.11
APP-001138,1,5,60,4,0.425
APP-001139,1,11,120,10,0.56
APP-001140,0,0,1,48,0.14
APP-001141,1,7,90,6,0.64
APP-001142,0,0,0,36,0.26
APP-001143,1,5,60,4,0.584
APP-001144,1,7,120,6,0.92
APP-001145,0,0,0,48,0.504
APP-001146,0,0,0,36,0.3
APP-001147,1,7,120,6,0.14
APP-001148,0,0,0,36,0.425
APP-001149,1,6,90,5,0.92
APP-001150,1,2,90,1,0.851
APP-001151,0,0,15,48,0.56
APP-001152,1,2,120,1,0.84
APP-001153,1,4,90,3,0.411
APP-001154,0,0,0,24,0.26
APP-001155,1,3,180,2,0.27
APP-001156,0,0,0,24,0.341
APP-001157,0,0,0,36,0.531
APP-001158,1,5,60,4,0.88
APP-001159,1,7,60,6,0.16
APP-001160,0,0,0,60,0.06
APP-001161,0,0,0,48,0.06
APP-001162,0,0,0,48,0.48
APP-001163,0,0,15,24,0.45
APP-001164,1,4,90,3,0.92
APP-001165,1,1,30,0,0.3
APP-001166,1,3,30,2,0.91
APP-001167,1,4,120,3,0.76
APP-001168,1,9,90,8,0.371
APP-001169,1,6,60,5,0.11
APP-001170,0,0,15,60,0.92
APP-001171,0,0,5,48,0.16
APP-001172,0,0,0,36,0.491
APP-001173,1,5,30,4,0.504
APP-001174,0,0,1,36,0.38
APP-001175,0,0,0,48,0.38
APP-001176,0,0,15,36,0.14
APP-001177,0,0,0,48,0.18
APP-001178,1,3,30,2,0.64
APP-001179,1,2,90,1,0.871
APP-001180,0,0,5,36,0.11
APP-001181,0,0,0,60,0.38
APP-001182,0,0,0,18,0.421
APP-001183,1,5,60,4,0.541
APP-001184,0,0,1,18,0.76
APP-001185,0,0,1,60,0.27
APP-001186,1,3,60,2,0.77
APP-001187,0,0,0,24,0.26
APP-001188,1,6,120,5,0.66
APP-001189,1,6,90,5,0.761
APP-001190,0,0,0,12,0.23
APP-001191,1,4,90,3,0.21
APP-001192,0,0,0,24,0.588
APP-001193,1,7,60,6,0.23
APP-001194,1,11,30,10,0.47
APP-001195,1,3,120,2,0.84
APP-001196,0,0,15,36,0.11
APP-001197,0,0,0,36,0.28
APP-001198,1,8,90,7,0.77
APP-001199,0,0,0,48,0.14
APP-001200,0,0,15,36,0.26
APP-001201,0,0,0,60,0.18
APP-001202,1,4,120,3,0.92
APP-001203,1,9,60,8,0.74
APP-001204,0,0,0,36,0.53
APP-001205,1,6,90,5,0.92
APP-001206,1,6,180,5,0.791
APP-001207,1,2,30,1,0.92
APP-001208,1,6,90,5,0.22
APP-001209,0,0,1,48,0.501
APP-001210,1,4,90,3,0.92
APP-001211,1,5,120,4,0.92
APP-001212,1,3,180,2,0.59
APP-001213,0,0,0,36,0.43
APP-001214,0,0,0,24,0.21
APP-001215,1,8,180,7,0.32
APP-001216,1,3,30,2,0.46
APP-001217,1,4,90,3,0.4
APP-001218,0,0,0,48,0.28
APP-001219,1,5,90,4,0.34
APP-001220,0,0,0,24,0.47
APP-001221,1,2,180,1,0.14
APP-001222,1,4,180,3,0.491
APP-001223,1,9,90,8,0.92
APP-001224,0,0,5,36,0.54
APP-001225,1,3,180,2,0.61
APP-001226,0,0,1,36,0.49
APP-001227,1,5,60,4,0.791
APP-001228,1,4,90,3,0.92
APP-001229,0,0,0,48,0.11
APP-001230,1,5,90,4,0.46
APP-001231,1,3,90,2,0.64
APP-001232,1,3,90,2,0.18
APP-001233,1,5,30,4,0.92
APP-001234,0,0,0,24,0.14
APP-001235,0,0,15,36,0.09
APP-001236,0,0,1,60,0.23
APP-001237,0,0,0,48,0.22
APP-001238,1,5,90,4,0.8365
APP-001239,0,0,1,48,0.11
APP-001240,1,6,30,5,0.76
APP-001241,0,0,1,36,0.14
APP-001242,0,0,0,36,0.425
APP-001243,1,9,60,8,0.741
APP-001244,1,4,60,3,0.811
APP-001245,0,0,1,36,0.56
APP-001246,1,9,60,8,0.92
APP-001247,1,2,90,1,0.731
APP-001248,1,9,120,8,0.69
APP-001249,0,0,0,36,0.385
APP-001250,0,0,0,36,0.61
APP-001251,0,0,0,36,0.41
APP-001252,0,0,0,60,0.18
APP-001253,1,3,90,2,0.584
APP-001254,0,0,5,36,0.34
APP-001255,0,0,1,60,0.36
APP-001256,1,6,90,5,0.92
APP-001257,0,0,0,60,0.14
APP-001258,0,0,0,36,0.14
APP-001259,0,0,0,36,0.16
APP-001260,0,0,15,24,0.11
APP-001261,1,4,90,3,0.16
APP-001262,1,5,90,4,0.691
APP-001263,1,4,90,3,0.75
APP-001264,0,0,1,36,0.18
APP-001265,1,4,90,3,0.245
APP-001266,1,11,90,10,0.86
APP-001267,0,0,5,36,0.18
APP-001268,1,7,60,6,0.345
APP-001269,1,7,60,6,0.92
APP-001270,1,7,90,6,0.41
APP-001271,1,3,180,2,0.42
APP-001272,1,5,120,4,0.56
APP-001273,0,0,0,36,0.31
APP-001274,0,0,0,24,0.27
APP-001275,1,5,90,4,0.68
APP-001276,1,6,90,5,0.76
APP-001277,0,0,0,24,0.06
APP-001278,0,0,1,60,0.46
APP-001279,1,4,90,3,0.62
APP-001280,0,0,15,60,0.308
APP-001281,0,0,0,24,0.26
APP-001282,0,0,0,18,0.34
APP-001283,0,0,0,60,0.45
APP-001284,1,5,90,4,0.51
APP-001285,0,0,0,24,0.36
APP-001286,0,0,0,36,0.26
APP-001287,1,6,120,5,0.59
APP-001288,0,0,0,18,0.35
APP-001289,1,8,120,7,0.38
APP-001290,1,9,60,8,0.871
APP-001291,0,0,5,36,0.23
APP-001292,0,0,0,60,0.18
APP-001293,1,5,180,4,0.78
APP-001294,0,0,0,18,0.26
APP-001295,1,3,90,2,0.78
APP-001296,0,0,0,36,0.19
APP-001297,1,5,30,4,0.871
APP-001298,0,0,0,36,0.11
APP-001299,0,0,0,18,0.425
APP-001300,0,0,0,48,0.71
APP-001301,1,4,60,3,0.5915
APP-001302,1,7,120,6,0.645
APP-001303,1,3,180,2,0.67
APP-001304,0,0,0,60,0.26
APP-001305,1,7,90,6,0.84
APP-001306,0,0,0,24,0.491
APP-001307,0,0,15,18,0.11
APP-001308,0,0,0,48,0.06
APP-001309,1,6,90,5,0.92
APP-001310,1,10,90,9,0.11
APP-001311,0,0,5,48,0.18
APP-001312,1,5,120,4,0.71
APP-001313,1,4,90,3,0.421
APP-001314,1,9,180,8,0.92
APP-001315,1,2,30,1,0.57
APP-001316,0,0,1,36,0.511
APP-001317,1,9,90,8,0.45
APP-001318,1,4,90,3,0.868
APP-001319,1,6,30,5,0.34
APP-001320,0,0,1,36,0.36
APP-001321,0,0,0,60,0.27
APP-001322,0,0,5,24,0.791
APP-001323,1,1,60,0,0.621
APP-001324,0,0,0,18,0.18
APP-001325,1,7,90,6,0.45
APP-001326,1,8,90,7,0.371
APP-001327,1,5,30,4,0.875
APP-001328,1,10,90,9,0.92
APP-001329,0,0,5,60,0.504
APP-001330,1,9,120,8,0.54
APP-001331,0,0,0,48,0.19
APP-001332,1,1,120,0,0.76
APP-001333,1,9,120,8,0.18
APP-001334,0,0,0,48,0.92
APP-001335,0,0,0,36,0.06
APP-001336,0,0,0,24,0.741
APP-001337,0,0,0,60,0.291
APP-001338,0,0,0,48,0.42
APP-001339,1,8,120,7,0.92
APP-001340,0,0,0,24,0.371
APP-001341,1,5,120,4,0.54
APP-001342,1,8,30,7,0.92
APP-001343,0,0,1,36,0.22
APP-001344,1,9,120,8,0.92
APP-001345,1,3,180,2,0.815
APP-001346,1,11,120,10,0.38
APP-001347,1,1,60,0,0.68
APP-001348,1,2,30,1,0.741
APP-001349,0,0,1,24,0.11
APP-001350,0,0,5,24,0.31
APP-001351,0,0,0,24,0.06
APP-001352,1,1,180,0,0.465
APP-001353,0,0,5,36,0.8865
APP-001354,0,0,0,60,0.165
APP-001355,1,6,180,5,0.39
APP-001356,1,8,120,7,0.39
APP-001357,0,0,0,24,0.58
APP-001358,0,0,0,48,0.19
APP-001359,0,0,1,36,0.19
APP-001360,1,12,30,11,0.18
APP-001361,0,0,1,36,0.27
APP-001362,0,0,0,24,0.19
APP-001363,1,8,180,7,0.46
APP-001364,0,0,0,24,0.14
APP-001365,1,6,180,5,0.92
APP-001366,1,4,90,3,0.56
APP-001367,1,10,30,9,0.92
APP-001368,0,0,0,24,0.248
APP-001369,1,4,60,3,0.56
APP-001370,0,0,5,24,0.27
APP-001371,0,0,1,36,0.504
APP-001372,0,0,0,36,0.14
APP-001373,0,0,0,60,0.17
APP-001374,1,7,60,6,0.34
APP-001375,0,0,0,60,0.11
APP-001376,0,0,0,36,0.44
APP-001377,1,1,60,0,0.421
APP-001378,0,0,0,36,0.06
APP-001379,1,7,120,6,0.92
APP-001380,0,0,1,36,0.388
APP-001381,0,0,0,48,0.411
APP-001382,0,0,0,18,0.31
APP-001383,1,4,60,3,0.11
APP-001384,0,0,0,36,0.11
APP-001385,1,4,90,3,0.54
APP-001386,1,8,30,7,0.84
APP-001387,1,9,60,8,0.72
APP-001388,0,0,0,36,0.19
APP-001389,0,0,0,60,0.591
APP-001390,0,0,0,36,0.36
APP-001391,1,4,90,3,0.57
APP-001392,1,2,120,1,0.76
APP-001393,0,0,0,36,0.19
APP-001394,0,0,0,36,0.11
APP-001395,0,0,0,48,0.06
APP-001396,0,0,0,36,0.421
APP-001397,0,0,5,48,0.14
APP-001398,1,4,30,3,0.92
APP-001399,1,8,90,7,0.631
APP-001400,1,3,120,2,0.92
APP-001401,1,7,90,6,0.8948
APP-001402,1,5,180,4,0.34
APP-001403,0,0,1,60,0.22
APP-001404,0,0,0,48,0.27
APP-001405,1,5,180,4,0.62
APP-001406,0,0,5,48,0.14
APP-001407,0,0,0,36,0.41
APP-001408,0,0,0,48,0.16
APP-001409,1,6,90,5,0.36
APP-001410,1,7,90,6,0.92
APP-001411,0,0,0,36,0.491
APP-001412,0,0,0,60,0.19
APP-001413,0,0,0,48,0.11
APP-001414,1,2,30,1,0.41
APP-001415,0,0,1,48,0.14
APP-001416,0,0,0,24,0.41
APP-001417,0,0,0,48,0.19
APP-001418,1,5,120,4,0.23
APP-001419,1,7,60,6,0.791
APP-001420,0,0,0,48,0.11
APP-001421,0,0,0,60,0.56
APP-001422,0,0,1,36,0.14
APP-001423,1,8,60,7,0.811
APP-001424,0,0,0,60,0.51
APP-001425,1,8,90,7,0.7315
APP-001426,1,2,60,1,0.54
APP-001427,0,0,0,18,0.31
APP-001428,0,0,5,60,0.11
APP-001429,0,0,1,18,0.14
APP-001430,0,0,0,60,0.46
APP-001431,1,4,120,3,0.46
APP-001432,0,0,0,36,0.26
APP-001433,1,1,90,0,0.861
APP-001434,1,4,60,3,0.4365
APP-001435,1,8,120,7,0.691
APP-001436,1,3,60,2,0.654
APP-001437,1,5,90,4,0.421
APP-001438,0,0,15,60,0.56
APP-001439,1,9,90,8,0.86
APP-001440,1,1,60,0,0.88
APP-001441,1,7,120,6,0.56
APP-001442,0,0,1,24,0.28
APP-001443,1,11,120,10,0.92
APP-001444,1,5,60,4,0.51
APP-001445,0,0,0,18,0.46
APP-001446,0,0,0,36,0.36
APP-001447,1,9,60,8,0.76
APP-001448,0,0,0,24,0.19
APP-001449,1,3,30,2,0.41
APP-001450,1,4,90,3,0.68
APP-001451,0,0,0,48,0.8948
APP-001452,0,0,15,36,0.11
APP-001453,1,4,60,3,0.6665
APP-001454,0,0,0,24,0.565
APP-001455,0,0,0,36,0.06
APP-001456,1,8,90,7,0.38
APP-001457,1,5,30,4,0.371
APP-001458,1,7,90,6,0.92
APP-001459,1,4,30,3,0.3
APP-001460,1,9,30,8,0.7365
APP-001461,1,4,90,3,0.92
APP-001462,0,0,0,36,0.26
APP-001463,1,3,120,2,0.81
APP-001464,0,0,0,36,0.38
APP-001465,0,0,0,48,0.11
APP-001466,1,5,90,4,0.18
APP-001467,1,5,30,4,0.36
APP-001468,0,0,0,18,0.19
APP-001469,0,0,0,18,0.42
APP-001470,0,0,0,36,0.75
APP-001471,0,0,0,48,0.49
APP-001472,1,6,60,5,0.54
APP-001473,1,12,120,11,0.291
APP-001474,1,3,90,2,0.39
APP-001475,1,6,90,5,0.92
APP-001476,1,3,120,2,0.64
APP-001477,1,5,180,4,0.92
APP-001478,1,2,30,1,0.48
APP-001479,0,0,0,24,0.23
APP-001480,1,2,90,1,0.76
APP-001481,0,0,0,60,0.491
APP-001482,0,0,0,36,0.38
APP-001483,0,0,0,48,0.38
APP-001484,0,0,0,48,0.09
APP-001485,0,0,1,36,0.14
APP-001486,1,1,60,0,0.38
APP-001487,1,5,120,4,0.19
APP-001488,0,0,0,60,0.18
APP-001489,1,3,120,2,0.92
APP-001490,1,2,120,1,0.308
APP-001491,1,5,120,4,0.34
APP-001492,1,2,90,1,0.92
APP-001493,0,0,0,48,0.09
APP-001494,0,0,0,24,0.19
APP-001495,1,2,60,1,0.74
APP-001496,0,0,0,36,0.24
APP-001497,0,0,0,36,0.34
APP-001498,1,2,120,1,0.92
APP-001499,0,0,1,36,0.49
APP-001500,1,6,90,5,0.92
APP-001501,0,0,15,36,0.27
APP-001502,1,8,30,7,0.871
APP-001503,0,0,0,36,0.33
APP-001504,0,0,0,60,0.14
APP-001505,0,0,0,36,0.16
APP-001506,0,0,15,36,0.245
APP-001507,1,10,90,9,0.81
APP-001508,0,0,0,24,0.31
APP-001509,1,7,60,6,0.56
APP-001510,0,0,0,48,0.44
APP-001511,1,9,30,8,0.19
APP-001512,1,8,60,7,0.92
APP-001513,1,4,30,3,0.561
APP-001514,1,3,60,2,0.72
APP-001515,0,0,1,48,0.704
APP-001516,1,5,90,4,0.28
APP-001517,1,1,120,0,0.871
APP-001518,0,0,0,24,0.51
APP-001519,0,0,0,48,0.46
APP-001520,1,4,90,3,0.308
APP-001521,1,7,120,6,0.92
APP-001522,0,0,1,18,0.341
APP-001523,0,0,0,36,0.18
APP-001524,0,0,5,36,0.46
APP-001525,0,0,0,12,0.58
APP-001526,1,11,30,10,0.76
APP-001527,1,4,120,3,0.891
APP-001528,1,10,60,9,0.92
APP-001529,1,7,120,6,0.19
APP-001530,0,0,0,36,0.11
APP-001531,1,3,180,2,0.92
APP-001532,1,4,30,3,0.92
APP-001533,0,0,0,48,0.19
APP-001534,1,5,90,4,0.67
APP-001535,1,8,90,7,0.581
APP-001536,0,0,1,48,0.18
APP-001537,1,5,60,4,0.78
APP-001538,0,0,0,48,0.27
APP-001539,0,0,0,12,0.48
APP-001540,0,0,0,48,0.27
APP-001541,0,0,1,18,0.06
APP-001542,0,0,0,36,0.06
APP-001543,1,3,180,2,0.92
APP-001544,1,2,30,1,0.48
APP-001545,0,0,0,36,0.421
APP-001546,0,0,5,18,0.19
APP-001547,1,4,30,3,0.391
